"GUIDE_A","GUIDE_B","GUIDE_C","GUIDE_D","RELTRAD","RELPER","IDEO","PARTY","WEIGHT","RELTRADlabels","PARTYlabels"
"Not too important",1,1,1,100000,3,4,2,3822.37210166397,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1100,2,2,3,4673.80530849349,"Evangelical Protestant","Independent"
"Somewhat important",1,1,1,100000,4,4,3,13515.7294104083,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,3,1100,2,2,1,1390.62815022289,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,3,4,3611.42229852833,"Religiously Unaffiliated","Something else"
"Somewhat important",1,1,2,50000,3,4,2,3499.98184114477,"Jewish","Democrat"
"Very important",1,1,5,100000,2,5,2,8766.88864713779,"Religiously Unaffiliated","Democrat"
"Not too important",2,3,1,90002,3,5,2,2352.60717564248,"Other Faiths","Democrat"
"Not at all important",2,2,2,100000,4,3,2,4873.73207042523,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,100000,4,3,3,3265.34594669192,"Religiously Unaffiliated","Independent"
"Extremely important",2,1,2,1100,1,2,1,3230.28770558504,"Evangelical Protestant","Republican"
"Somewhat important",1,1,2,10000,2,2,3,2292.63132025098,"Catholic","Independent"
"Somewhat important",1,1,1,1100,3,3,3,12721.9011887853,"Evangelical Protestant","Independent"
"Somewhat important",2,2,1,10000,3,3,3,5257.63104938552,"Catholic","Independent"
"Extremely important",1,1,1,1100,1,3,2,5004.41714833137,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,10000,1,2,1,13499.3796403746,"Catholic","Republican"
"Not too important",3,2,1,90002,4,4,4,8022.59717998081,"Other Faiths","Something else"
"Somewhat important",1,2,2,10000,1,5,3,1119.11854263043,"Catholic","Independent"
"Not too important",2,2,2,100000,3,3,1,2271.45443614083,"Religiously Unaffiliated","Republican"
"Very important",2,2,3,1100,3,2,3,2566.4115584238,"Evangelical Protestant","Independent"
"Somewhat important",2,1,3,100000,3,3,4,1291.64969754279,"Religiously Unaffiliated","Something else"
"Very important",2,1,2,1300,2,3,2,1525.05734486296,"Historically Black Protestant","Democrat"
"Extremely important",1,2,2,1100,3,2,3,7975.17213362388,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,40001,2,2,1,11596.7282567146,"Jehovah's Witness","Republican"
"Not at all important",2,1,1,100000,4,3,3,3129.68793234347,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,10000,2,4,3,6998.62031629347,"Catholic","Independent"
"Extremely important",1,1,1,10000,1,2,1,5807.61875017617,"Catholic","Republican"
"Not too important",2,1,1,90002,3,5,2,3627.8763373098,"Other Faiths","Democrat"
"Very important",2,1,2,20000,2,2,1,7118.05457268671,"Mormon","Republican"
"Extremely important",1,1,1,10000,2,2,1,6854.11032860549,"Catholic","Republican"
"Extremely important",1,1,2,20000,1,3,1,8344.3507826578,"Mormon","Republican"
"Not at all important",1,1,1,100000,4,4,2,6897.10399126057,"Religiously Unaffiliated","Democrat"
"Extremely important",2,2,2,1100,1,3,1,6490.05586506103,"Evangelical Protestant","Republican"
"Not too important",1,1,2,10000,4,4,2,11595.4488780136,"Catholic","Democrat"
"Somewhat important",2,2,2,1300,3,3,2,13732.5093385268,"Historically Black Protestant","Democrat"
"Very important",2,2,2,1300,1,2,2,1480.20750362841,"Historically Black Protestant","Democrat"
"Extremely important",1,1,1,1200,1,3,3,20167.2676966359,"Mainline Protestant","Independent"
"Not at all important",1,1,1,50000,2,5,2,2126.63153598517,"Jewish","Democrat"
"Somewhat important",1,3,2,10000,3,3,2,1048.79944296948,"Catholic","Democrat"
"Very important",1,1,2,1200,2,4,2,2184.91712728083,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,100000,4,5,2,2300.64487760096,"Religiously Unaffiliated","Democrat"
"Not too important",2,3,2,100000,4,3,3,6412.8824620201,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,5,1100,4,1,1,7183.452312133,"Evangelical Protestant","Republican"
"Not too important",2,2,3,1200,3,4,3,12321.2815306977,"Mainline Protestant","Independent"
"Very important",1,2,2,1200,2,3,2,3642.8651048146,"Mainline Protestant","Democrat"
"Somewhat important",2,1,2,100000,3,2,1,2157.28749575556,"Religiously Unaffiliated","Republican"
"Somewhat important",2,2,4,1100,1,4,2,2153.91578017733,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,1100,2,5,2,3250.48501559789,"Evangelical Protestant","Democrat"
"Somewhat important",3,1,1,100000,3,3,4,9907.96771324335,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,1,1300,1,2,2,3171.97338038334,"Historically Black Protestant","Democrat"
"Very important",2,2,3,1100,2,2,1,4272.29633355364,"Evangelical Protestant","Republican"
"Not at all important",1,1,3,50000,4,3,3,46195.1762716103,"Jewish","Independent"
"Not at all important",1,1,1,100000,4,5,2,4560.30322794355,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,3,3,2145.80568567352,"Religiously Unaffiliated","Independent"
"Not at all important",2,2,2,100000,4,3,2,5726.01012624852,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,2,100000,4,3,3,13961.9888441934,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,2,1200,1,3,2,8920.40057018468,"Mainline Protestant","Democrat"
"Very important",2,1,3,1200,2,2,1,6867.0572531224,"Mainline Protestant","Republican"
"Extremely important",1,1,1,1100,2,2,3,6146.67693894815,"Evangelical Protestant","Independent"
"Not too important",1,2,2,100000,4,3,3,13685.1611584519,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,2,2818.47440005409,"Religiously Unaffiliated","Democrat"
"Not too important",2,1,1,50000,2,4,2,1443.2251089484,"Jewish","Democrat"
"Somewhat important",2,2,2,100000,3,2,1,934.794595398864,"Religiously Unaffiliated","Republican"
"Very important",2,2,2,1100,1,3,3,11344.7893694798,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1100,1,1,1,1099.46095683516,"Evangelical Protestant","Republican"
"Extremely important",2,2,1,1100,1,2,1,5809.53061939971,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,5,4,3576.78205255363,"Religiously Unaffiliated","Something else"
"Extremely important",2,2,3,1100,1,2,1,12596.6549548595,"Evangelical Protestant","Republican"
"Not too important",3,2,2,100000,3,2,2,3226.50379650279,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1100,2,3,4,597.193602805824,"Evangelical Protestant","Something else"
"Not at all important",1,1,2,100000,4,4,2,9257.12131794776,"Religiously Unaffiliated","Democrat"
"Not too important",2,2,2,1200,3,3,3,1493.94770114951,"Mainline Protestant","Independent"
"Very important",2,2,3,1200,1,2,1,6421.00752381982,"Mainline Protestant","Republican"
"Somewhat important",1,1,1,1200,3,4,2,7639.04531431037,"Mainline Protestant","Democrat"
"Somewhat important",1,2,1,100000,4,3,3,5132.3310952951,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,2,1590.92546928325,"Religiously Unaffiliated","Democrat"
"Not too important",2,2,2,100000,4,5,4,5879.39262238401,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,1,1100,2,2,1,8302.2375587979,"Evangelical Protestant","Republican"
"Very important",2,2,1,10000,2,3,3,30543.1440647561,"Catholic","Independent"
"Somewhat important",2,2,3,1100,3,3,4,2280.5601773956,"Evangelical Protestant","Something else"
"Not at all important",3,2,3,100000,4,4,2,7442.76542901161,"Religiously Unaffiliated","Democrat"
"Not at all important",1,2,1,100000,4,5,2,4725.97989763618,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,10000,2,4,2,4524.87309937792,"Catholic","Democrat"
"Not at all important",1,1,1,100000,4,3,3,2464.09680646979,"Religiously Unaffiliated","Independent"
"Extremely important",2,1,2,50000,2,1,4,37311.5508160968,"Jewish","Something else"
"Not at all important",2,2,1,100000,4,4,2,2174.46185265707,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,4,2,5132.26031423114,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,100000,4,3,3,953.318363820677,"Religiously Unaffiliated","Independent"
"Not at all important",2,1,1,100000,4,5,4,8431.95307832467,"Religiously Unaffiliated","Something else"
"Very important",2,2,2,1100,2,3,3,1672.36732344972,"Evangelical Protestant","Independent"
"Somewhat important",2,1,2,10000,3,2,1,2366.56867518979,"Catholic","Republican"
"Not at all important",2,2,2,100000,4,3,3,4842.55320346807,"Religiously Unaffiliated","Independent"
"Extremely important",1,2,2,1200,1,2,1,9411.26961483441,"Mainline Protestant","Republican"
"Extremely important",1,1,2,50000,1,2,1,1630.92016465976,"Jewish","Republican"
"Very important",2,2,2,10000,2,2,1,4826.04747097361,"Catholic","Republican"
"Extremely important",1,1,3,1300,2,2,3,45198.5490711872,"Historically Black Protestant","Independent"
"Not too important",2,1,2,100000,3,3,4,10132.4369920162,"Religiously Unaffiliated","Something else"
"Extremely important",2,1,3,1200,2,2,1,12300.8257108315,"Mainline Protestant","Republican"
"Not at all important",2,1,3,100000,3,4,3,8248.31332500929,"Religiously Unaffiliated","Independent"
"Not too important",2,2,2,100000,4,4,2,1547.78495676817,"Religiously Unaffiliated","Democrat"
"Not at all important",2,1,3,100000,4,3,2,1828.09743330213,"Religiously Unaffiliated","Democrat"
"Extremely important",2,2,2,1300,2,3,2,1960.15686992868,"Historically Black Protestant","Democrat"
"Extremely important",1,1,1,100000,3,1,4,11842.1567042562,"Religiously Unaffiliated","Something else"
"Somewhat important",2,1,1,100000,4,4,2,6752.04078908388,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,3,1200,2,2,1,2019.70846792857,"Mainline Protestant","Republican"
"Extremely important",1,1,2,1100,2,3,3,34242.0747044726,"Evangelical Protestant","Independent"
"Not at all important",2,1,1,1100,3,3,1,6039.93968721102,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1200,2,2,1,2850.73557593832,"Mainline Protestant","Republican"
"Extremely important",1,1,3,1100,1,1,1,4903.82122101962,"Evangelical Protestant","Republican"
"Very important",1,1,2,100000,2,3,3,6749.31562369597,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,1200,1,4,2,7046.68745788468,"Mainline Protestant","Democrat"
"Very important",2,1,2,10000,2,2,1,5039.74910194063,"Catholic","Republican"
"Extremely important",1,1,4,1100,2,1,3,425.522375544032,"Evangelical Protestant","Independent"
"Somewhat important",1,1,3,100000,3,3,3,11216.8455972171,"Religiously Unaffiliated","Independent"
"Extremely important",1,2,2,1100,1,2,1,18811.3206231852,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,2,1,1,3612.83275859252,"Evangelical Protestant","Republican"
"Very important",2,2,2,10000,2,2,1,3462.63549877769,"Catholic","Republican"
"Not at all important",1,1,2,100000,4,4,2,6109.50411459295,"Religiously Unaffiliated","Democrat"
"Extremely important",2,1,2,40002,2,3,2,2398.16278445538,"Other Christian","Democrat"
"Very important",1,2,2,10000,2,2,1,5620.57655893696,"Catholic","Republican"
"Extremely important",1,1,1,1100,3,3,3,10576.409015508,"Evangelical Protestant","Independent"
"Very important",2,2,2,1200,2,2,3,4165.51223202655,"Mainline Protestant","Independent"
"Very important",1,1,2,1100,2,2,3,1988.84942336798,"Evangelical Protestant","Independent"
"Very important",1,1,2,1100,2,2,1,2489.71642084729,"Evangelical Protestant","Republican"
"Extremely important",2,2,2,1100,2,2,3,9622.39821097115,"Evangelical Protestant","Independent"
"Not at all important",2,2,1,100000,4,4,3,8512.80917633234,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,3,1200,2,3,2,4744.08767639428,"Mainline Protestant","Democrat"
"Extremely important",2,2,2,10000,2,2,3,6038.01978962566,"Catholic","Independent"
"Extremely important",2,2,2,1200,2,5,2,3241.52341521563,"Mainline Protestant","Democrat"
"Not too important",3,2,1,100000,4,4,2,1441.38943537781,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,20000,1,2,3,2588.59931325872,"Mormon","Independent"
"Very important",2,1,2,1300,2,2,2,5919.61048013865,"Historically Black Protestant","Democrat"
"Not at all important",1,1,1,100000,4,3,1,12996.6574886953,"Religiously Unaffiliated","Republican"
"Somewhat important",3,1,2,30000,2,4,2,4491.67118495544,"Orthodox Christian","Democrat"
"Not too important",2,2,3,100000,4,3,4,3008.22501321685,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,2,1300,2,3,2,4605.12915993504,"Historically Black Protestant","Democrat"
"Extremely important",1,1,3,1100,1,1,1,11956.9598288317,"Evangelical Protestant","Republican"
"Not too important",1,2,2,100000,4,4,2,3502.55181988163,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,100000,3,3,2,2521.87484576025,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,1,2,100000,3,4,3,12646.740148348,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,1100,1,3,2,4564.88064510919,"Evangelical Protestant","Democrat"
"Somewhat important",2,2,2,10000,2,3,3,12510.3912965654,"Catholic","Independent"
"Not too important",1,1,1,50000,4,4,2,5255.83220494005,"Jewish","Democrat"
"Not at all important",1,1,2,100000,4,3,3,529.79328157551,"Religiously Unaffiliated","Independent"
"Somewhat important",2,1,2,90002,2,3,4,6399.65734695948,"Other Faiths","Something else"
"Not too important",1,1,1,100000,4,5,3,2785.69604924676,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,3,100000,2,2,3,5370.45046222644,"Religiously Unaffiliated","Independent"
"Not too important",1,1,2,1100,2,3,4,32852.9449207128,"Evangelical Protestant","Something else"
"Very important",2,2,2,10000,2,2,3,2609.22433580613,"Catholic","Independent"
"Very important",2,1,2,1200,2,5,2,3617.87368693896,"Mainline Protestant","Democrat"
"Not at all important",2,2,2,100000,4,3,3,2979.54719684592,"Religiously Unaffiliated","Independent"
"Very important",1,1,1,1300,1,3,2,7094.61605799735,"Historically Black Protestant","Democrat"
"Very important",2,2,2,1200,2,2,3,4081.40388479337,"Mainline Protestant","Independent"
"Somewhat important",2,1,1,1200,2,4,2,7454.9485679746,"Mainline Protestant","Democrat"
"Very important",1,1,2,10000,1,5,1,9250.26787573591,"Catholic","Republican"
"Very important",1,2,3,10000,2,2,1,8697.62986296667,"Catholic","Republican"
"Very important",2,1,5,10000,2,2,1,2090.16392414361,"Catholic","Republican"
"Somewhat important",1,2,1,40002,1,3,1,5345.87164594975,"Other Christian","Republican"
"Extremely important",1,1,1,70000,2,1,1,4759.90519878555,"Buddhist","Republican"
"Extremely important",1,1,2,1200,1,1,3,6678.66123172992,"Mainline Protestant","Independent"
"Very important",1,2,3,1200,2,3,1,3014.75024317307,"Mainline Protestant","Republican"
"Somewhat important",1,1,2,1100,1,3,3,3326.8703065817,"Evangelical Protestant","Independent"
"Extremely important",1,1,4,40001,1,4,4,4236.98115660792,"Jehovah's Witness","Something else"
"Not at all important",2,2,1,100000,3,3,1,7909.84395204928,"Religiously Unaffiliated","Republican"
"Not at all important",1,1,1,100000,4,3,4,6075.06025951491,"Religiously Unaffiliated","Something else"
"Extremely important",2,1,1,10000,1,3,2,19364.8719909911,"Catholic","Democrat"
"Extremely important",1,2,2,1200,1,2,1,16568.7896431866,"Mainline Protestant","Republican"
"Somewhat important",2,2,2,100000,3,4,2,6708.87949688429,"Religiously Unaffiliated","Democrat"
"Very important",2,1,2,1100,3,2,3,1574.6891337641,"Evangelical Protestant","Independent"
"Very important",1,1,1,1100,4,2,1,18371.8648921292,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,3,2,10176.3144723699,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,10000,2,2,1,2601.74282777113,"Catholic","Republican"
"Extremely important",1,1,1,1100,1,2,2,4605.12915993504,"Evangelical Protestant","Democrat"
"Not at all important",2,1,2,100000,4,5,4,2329.43749882974,"Religiously Unaffiliated","Something else"
"Extremely important",1,2,4,1100,1,1,1,3214.8303742374,"Evangelical Protestant","Republican"
"Very important",1,1,2,10000,1,3,2,4032.48465163982,"Catholic","Democrat"
"Very important",1,1,2,1100,2,1,4,48060.5009543464,"Evangelical Protestant","Something else"
"Somewhat important",2,2,2,100000,2,2,1,2256.55297547235,"Religiously Unaffiliated","Republican"
"Not at all important",2,2,2,100000,4,3,1,5963.30255067981,"Religiously Unaffiliated","Republican"
"Extremely important",2,1,2,1100,1,2,1,3452.61251381732,"Evangelical Protestant","Republican"
"Extremely important",2,1,2,20000,1,2,1,1350.13017615008,"Mormon","Republican"
"Extremely important",1,1,1,1200,2,3,1,2381.46391661206,"Mainline Protestant","Republican"
"Very important",1,1,1,10000,2,2,1,667.727563419407,"Catholic","Republican"
"Not at all important",2,2,2,100000,4,4,2,1409.60447013226,"Religiously Unaffiliated","Democrat"
"Extremely important",2,1,2,1100,1,3,3,585.104498851194,"Evangelical Protestant","Independent"
"Extremely important",1,2,2,1100,1,1,1,4160.14708038438,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,4,3,11832.455155159,"Evangelical Protestant","Independent"
"Somewhat important",3,3,1,10000,3,5,2,1937.50346225694,"Catholic","Democrat"
"Somewhat important",2,2,3,10000,2,3,3,1216.84458196482,"Catholic","Independent"
"Somewhat important",2,2,3,1100,2,3,1,9828.23125491038,"Evangelical Protestant","Republican"
"Somewhat important",1,2,2,1200,2,4,2,1209.51099464275,"Mainline Protestant","Democrat"
"Extremely important",1,1,2,1100,1,2,1,10876.0681350315,"Evangelical Protestant","Republican"
